"agent_number","trial","eyes","legs","spots","arms","color","choices","dangerous","accuracy","rates","agent_types"
"14","1","0","0","0","1","0","0","0","1",NA,"both_good"
"14","2","1","1","1","1","1","0","1","0",NA,"both_good"
"14","3","0","1","0","1","0","1","0","0","0.5","both_good"
"14","4","1","1","0","0","1","0","0","1","0.526933918986335","both_good"
"14","5","1","0","1","1","1","1","1","1","0.975646286345663","both_good"
"14","6","1","1","1","1","0","1","1","1","0.963603321507892","both_good"
"14","7","1","0","1","1","0","1","1","1","0.978029335286363","both_good"
"14","8","1","0","0","1","1","0","0","1","0.0403738248469247","both_good"
"14","9","0","1","0","1","1","0","0","1","0.13031630075182","both_good"
"14","10","0","0","1","1","1","1","0","0","0.5","both_good"
"14","11","0","1","1","1","0","0","0","1","0.0403738248469247","both_good"
"14","12","0","0","0","0","0","0","0","1","0.152812743699105","both_good"
"14","13","0","1","1","1","1","0","0","1","0.0243537136543369","both_good"
"14","14","0","1","0","0","0","0","0","1","0.143032889681297","both_good"
"14","15","0","0","1","0","0","1","0","0","0.5","both_good"
"14","16","0","1","0","0","1","0","0","1","0.133886589492378","both_good"
"14","17","0","0","1","0","1","0","0","1","0.473066081013665","both_good"
"14","18","1","0","0","1","0","1","0","0","0.881697564693843","both_good"
"14","19","0","1","1","0","0","1","0","0","0.856967110318704","both_good"
"14","20","0","0","1","1","0","0","0","1","0.0448766708691192","both_good"
"14","21","1","1","1","0","1","1","1","1","0.955373764558928","both_good"
"14","22","1","0","1","0","0","1","1","1","0.959626175153075","both_good"
"14","23","1","1","0","0","0","1","0","0","0.86968369924818","both_good"
"14","24","1","0","0","0","1","0","0","1","0.0403738248469247","both_good"
"14","25","1","0","0","0","0","0","0","1","0.0301155306065996","both_good"
"14","26","1","1","0","1","0","0","0","1","0.036396678492108","both_good"
"14","27","1","0","1","0","1","1","1","1","0.978029335286363","both_good"
"14","28","0","0","0","1","1","0","0","1","0.152812743699105","both_good"
"14","29","1","1","0","1","1","1","0","0","0.473066081013665","both_good"
"14","30","1","1","1","0","0","1","1","1","0.963603321507892","both_good"
"14","31","0","0","0","0","1","0","0","1","0.143032889681297","both_good"
"14","32","0","1","1","0","1","0","0","1","0.5","both_good"
"15","1","0","0","1","0","0","1","0","0",NA,"both_good"
"15","2","0","1","1","1","0","1","0","0",NA,"both_good"
"15","3","1","0","0","1","0","0","0","1",NA,"both_good"
"15","4","1","0","0","0","0","1","0","0",NA,"both_good"
"15","5","0","0","0","1","1","1","0","0",NA,"both_good"
"15","6","1","0","1","0","0","0","1","0",NA,"both_good"
"15","7","0","0","0","0","1","0","0","1","0.00414895706370095","both_good"
"15","8","1","1","1","1","1","1","1","1","0.998469670488954","both_good"
"15","9","0","1","1","1","1","0","0","1","0.554354308277478","both_good"
"15","10","1","1","0","1","0","1","0","0","0.860631934767083","both_good"
"15","11","0","1","0","1","0","0","0","1","0.126641232553514","both_good"
"15","12","1","1","0","0","1","1","0","0","0.526933918986335","both_good"
"15","13","0","1","0","1","1","0","0","1","0.149061659846083","both_good"
"15","14","0","0","0","0","0","0","0","1","0.00795957921862324","both_good"
"15","15","0","1","1","0","1","0","0","1","0.5","both_good"
"15","16","1","1","0","1","1","1","0","0","0.873358767446486","both_good"
"15","17","0","1","1","0","0","1","0","0","0.856967110318704","both_good"
"15","18","0","0","1","1","1","0","0","1","0.0546541914609563","both_good"
"15","19","0","0","0","1","0","0","0","1","0.13031630075182","both_good"
"15","20","1","0","1","1","1","1","1","1","0.995517689476402","both_good"
"15","21","0","0","1","1","0","1","0","0","0.472418093876011","both_good"
"15","22","1","0","0","1","1","1","0","0","0.873358767446486","both_good"
"15","23","1","0","1","0","1","1","1","1","0.972948157838321","both_good"
"15","24","0","1","0","0","0","0","0","1","0.15644650693902","both_good"
"15","25","1","0","0","0","1","0","0","1","0.554354308277478","both_good"
"15","26","1","1","1","0","1","1","1","1","0.972948157838321","both_good"
"15","27","1","1","0","0","0","0","0","1","0.0403738248469247","both_good"
"15","28","1","1","1","1","0","1","1","1","0.959626175153075","both_good"
"15","29","1","1","1","0","0","1","1","1","0.9698844693934","both_good"
"15","30","1","0","1","1","0","0","1","0","0.963603321507892","both_good"
"15","31","0","1","0","0","1","0","0","1","0.12186752944025","both_good"
"15","32","0","0","1","0","1","1","0","0","0.473066081013665","both_good"
"16","1","0","0","0","0","0","1","0","0",NA,"both_good"
"16","2","0","1","1","1","1","0","0","1",NA,"both_good"
"16","3","0","1","0","1","1","0","0","1",NA,"both_good"
"16","4","0","0","1","1","1","0","0","1",NA,"both_good"
"16","5","0","1","1","1","0","0","0","1",NA,"both_good"
"16","6","0","1","0","1","0","0","0","1",NA,"both_good"
"16","7","1","1","1","0","0","1","1","1",NA,"both_good"
"16","8","1","1","0","0","1","1","0","0","0.526933918986335","both_good"
"16","9","1","0","1","1","0","1","1","1","0.967125085798793","both_good"
"16","10","0","0","0","1","1","0","0","1","0.152812743699105","both_good"
"16","11","0","0","0","0","1","0","0","1","0.00414895706370095","both_good"
"16","12","1","0","0","1","0","1","0","0","0.554354308277478","both_good"
"16","13","0","1","0","0","0","0","0","1","0.143032889681297","both_good"
"16","14","1","0","1","0","0","1","1","1","0.995517689476402","both_good"
"16","15","0","0","0","1","0","0","0","1","0.00676697813398763","both_good"
"16","16","0","0","1","1","0","0","0","1","0.472418093876011","both_good"
"16","17","1","0","0","1","1","1","0","0","0.847187256300895","both_good"
"16","18","1","1","1","1","0","1","1","1","0.963603321507892","both_good"
"16","19","1","1","1","0","1","1","1","1","0.963603321507892","both_good"
"16","20","1","1","0","0","0","0","0","1","0.0546541914609563","both_good"
"16","21","0","0","1","0","0","1","0","0","0.847187256300895","both_good"
"16","22","1","0","0","0","1","1","0","0","0.860631934767083","both_good"
"16","23","1","1","0","1","1","0","0","1","0.0403738248469247","both_good"
"16","24","0","0","1","0","1","0","0","1","0.86968369924818","both_good"
"16","25","0","1","0","0","1","0","0","1","0.149061659846083","both_good"
"16","26","1","1","1","1","1","1","1","1","0.995517689476402","both_good"
"16","27","0","1","1","0","1","1","0","0","0.472418093876011","both_good"
"16","28","0","1","1","0","0","0","0","1","0.0243537136543369","both_good"
"16","29","1","0","1","0","1","1","1","1","0.963603321507892","both_good"
"16","30","1","0","0","0","0","1","0","0","0.860631934767083","both_good"
"16","31","1","1","0","1","0","0","0","1","0.0328749142012068","both_good"
"16","32","1","0","1","1","1","1","1","1","0.975646286345663","both_good"
"17","1","1","0","0","0","1","1","0","0",NA,"both_good"
"17","2","1","1","1","0","0","0","1","0",NA,"both_good"
"17","3","0","0","0","0","0","0","0","1","0.5","both_good"
"17","4","1","1","0","1","0","0","0","1","0.0546541914609563","both_good"
"17","5","0","1","1","1","0","0","0","1","0.850938340153917","both_good"
"17","6","0","1","1","0","1","0","0","1","0.0403738248469247","both_good"
"17","7","0","1","1","0","0","0","0","1","0.0243537136543369","both_good"
"17","8","0","0","1","1","0","0","0","1","0.036396678492108","both_good"
"17","9","1","0","0","1","1","0","0","1","0.860631934767083","both_good"
"17","10","1","0","0","1","0","0","0","1","0.0243537136543369","both_good"
"17","11","1","0","1","0","1","1","1","1","0.963603321507892","both_good"
"17","12","1","1","0","1","1","0","0","1","0.036396678492108","both_good"
"17","13","1","0","1","1","1","1","1","1","0.972948157838321","both_good"
"17","14","0","0","0","0","1","0","0","1","0.152812743699105","both_good"
"17","15","0","1","0","1","1","0","0","1","0.00676697813398763","both_good"
"17","16","1","0","1","0","0","1","1","1","0.994195064710942","both_good"
"17","17","1","0","1","1","0","1","1","1","0.995851042936299","both_good"
"17","18","0","1","1","1","1","1","0","0","0.445645691722522","both_good"
"17","19","1","1","0","0","0","0","0","1","0.856967110318704","both_good"
"17","20","0","0","1","0","0","1","0","0","0.860631934767083","both_good"
"17","21","0","1","0","1","0","0","0","1","0.152812743699105","both_good"
"17","22","1","1","1","1","0","1","1","1","0.99515309059917","both_good"
"17","23","0","0","0","1","0","0","0","1","0.00448231052359839","both_good"
"17","24","0","0","0","1","1","0","0","1","0.00414895706370095","both_good"
"17","25","1","0","0","0","0","1","0","0","0.5","both_good"
"17","26","1","1","0","0","1","0","0","1","0.036396678492108","both_good"
"17","27","0","1","0","0","0","0","0","1","0.139368065232917","both_good"
"17","28","0","0","1","1","1","0","0","1","0.52632956315125","both_good"
"17","29","1","1","1","0","1","1","1","1","0.963603321507892","both_good"
"17","30","0","1","0","0","1","0","0","1","0.163264071790367","both_good"
"17","31","1","1","1","1","1","1","1","1","0.995517689476402","both_good"
"17","32","0","0","1","0","1","0","0","1","0.473066081013665","both_good"
"18","1","1","0","0","1","0","0","0","1",NA,"both_good"
"18","2","1","1","1","1","0","1","1","1",NA,"both_good"
"18","3","0","0","0","0","0","1","0","0","0.5","both_good"
"18","4","1","1","0","1","1","0","0","1","0.0448766708691192","both_good"
"18","5","1","0","0","0","1","0","0","1","0.036396678492108","both_good"
"18","6","1","0","1","0","0","1","1","1","0.945345808539044","both_good"
"18","7","0","0","0","1","0","1","0","0","0.152812743699105","both_good"
"18","8","0","1","0","1","0","0","0","1","0.00414895706370095","both_good"
"18","9","1","1","0","0","1","0","0","1","0.5","both_good"
"18","10","1","1","0","1","0","0","0","1","0.036396678492108","both_good"
"18","11","1","0","1","0","1","1","1","1","0.978029335286363","both_good"
"18","12","1","1","0","0","0","0","0","1","0.0243537136543369","both_good"
"18","13","0","0","0","0","1","0","0","1","0.163264071790367","both_good"
"18","14","0","0","1","1","1","1","0","0","0.5","both_good"
"18","15","1","1","1","0","0","1","1","1","0.967125085798793","both_good"
"18","16","0","0","1","1","0","0","0","1","0.0243537136543369","both_good"
"18","17","0","0","0","1","1","0","0","1","0.12186752944025","both_good"
"18","18","1","1","1","0","1","1","1","1","0.995851042936299","both_good"
"18","19","0","1","1","0","1","0","0","1","0.554354308277478","both_good"
"18","20","0","1","1","1","0","0","0","1","0.036396678492108","both_good"
"18","21","0","0","1","0","0","0","0","1","0.036396678492108","both_good"
"18","22","0","1","0","1","1","1","0","0","0.166964823964778","both_good"
"18","23","0","1","0","0","1","0","0","1","0.00484690940082956","both_good"
"18","24","1","0","0","1","1","0","0","1","0.5","both_good"
"18","25","0","1","1","0","0","1","0","0","0.87813247055975","both_good"
"18","26","1","0","1","1","1","1","1","1","0.967125085798793","both_good"
"18","27","1","0","0","0","0","0","0","1","0.847187256300895","both_good"
"18","28","1","1","1","1","1","1","1","1","0.978029335286363","both_good"
"18","29","1","0","1","1","0","1","1","1","0.959626175153075","both_good"
"18","30","0","1","0","0","0","0","0","1","0.13031630075182","both_good"
"18","31","0","1","1","1","1","1","0","0","0.5","both_good"
"18","32","0","0","1","0","1","0","0","1","0.036396678492108","both_good"
"19","1","0","0","1","1","1","0","0","1",NA,"both_good"
"19","2","1","0","0","1","0","1","0","0",NA,"both_good"
"19","3","1","0","1","0","1","0","1","0",NA,"both_good"
"19","4","0","1","0","0","0","1","0","0","0.143032889681297","both_good"
"19","5","0","0","1","0","0","0","0","1","0.446887179456945","both_good"
"19","6","1","0","0","0","1","1","0","0","0.847187256300895","both_good"
"19","7","0","0","0","1","1","0","0","1","0.139368065232917","both_good"
"19","8","1","1","1","1","1","1","1","1","0.998346364764444","both_good"
"19","9","0","0","1","1","0","1","0","0","0.473066081013665","both_good"
"19","10","0","1","1","1","0","0","0","1","0.027051842161679","both_good"
"19","11","0","0","0","0","0","0","0","1","0.133886589492378","both_good"
"19","12","1","1","0","1","0","1","0","0","0.850938340153917","both_good"
"19","13","0","1","0","1","0","0","0","1","0.126641232553514","both_good"
"19","14","1","1","0","0","0","0","0","1","0.473066081013665","both_good"
"19","15","1","1","1","0","0","1","1","1","0.955123329130881","both_good"
"19","16","1","1","1","1","0","0","1","0","0.972948157838321","both_good"
"19","17","0","1","1","0","1","1","0","0","0.847187256300895","both_good"
"19","18","0","0","0","0","1","0","0","1","0.12186752944025","both_good"
"19","19","1","1","0","1","1","0","0","1","0.526933918986335","both_good"
"19","20","0","0","1","0","1","1","0","0","0.84355349306098","both_good"
"19","21","1","0","1","1","0","1","1","1","0.975646286345663","both_good"
"19","22","1","1","0","0","1","1","0","0","0.833035176035222","both_good"
"19","23","0","0","0","1","0","0","0","1","0.178180486250775","both_good"
"19","24","1","0","0","1","1","0","0","1","0.5","both_good"
"19","25","1","1","1","0","1","1","1","1","0.950657353667917","both_good"
"19","26","0","1","0","0","1","0","0","1","0.163264071790367","both_good"
"19","27","0","1","1","0","0","0","0","1","0.5","both_good"
"19","28","1","0","1","1","1","1","1","1","0.967125085798793","both_good"
"19","29","1","0","1","0","0","1","1","1","0.959626175153075","both_good"
"19","30","1","0","0","0","0","1","0","0","0.873358767446486","both_good"
"19","31","0","1","1","1","1","1","0","0","0.853410811502145","both_good"
"19","32","0","1","0","1","1","0","0","1","0.110533562239249","both_good"
"20","1","1","0","1","0","0","0","1","0",NA,"both_good"
"20","2","0","1","1","1","1","1","0","0",NA,"both_good"
"20","3","0","1","0","1","0","0","0","1","0.5","both_good"
"20","4","1","1","1","0","1","1","1","1","0.995851042936299","both_good"
"20","5","1","0","0","0","0","1","0","0","0.5","both_good"
"20","6","0","0","0","1","1","0","0","1","0.143032889681297","both_good"
"20","7","1","1","0","1","1","1","0","0","0.5","both_good"
"20","8","0","0","1","1","0","1","0","0","0.84355349306098","both_good"
"20","9","0","0","0","1","0","0","0","1","0.110533562239249","both_good"
"20","10","0","1","0","0","0","0","0","1","0.00676697813398763","both_good"
"20","11","0","1","0","1","1","0","0","1","0.00676697813398763","both_good"
"20","12","1","0","1","1","0","1","1","1","0.991411366357239","both_good"
"20","13","1","1","1","0","0","1","1","1","0.99373521884916","both_good"
"20","14","1","0","0","0","1","1","0","0","0.5","both_good"
"20","15","0","0","1","1","1","1","0","0","0.833035176035222","both_good"
"20","16","0","0","0","0","1","0","0","1","0.13031630075182","both_good"
"20","17","0","1","0","0","1","0","0","1","0.00448231052359839","both_good"
"20","18","1","1","1","1","1","1","1","1","0.993233021866012","both_good"
"20","19","1","1","0","0","1","0","0","1","0.472418093876011","both_good"
"20","20","1","1","0","0","0","0","0","1","0.0243537136543369","both_good"
"20","21","0","1","1","1","0","1","0","0","0.860631934767083","both_good"
"20","22","0","0","1","0","0","0","0","1","0.0328749142012068","both_good"
"20","23","1","1","1","1","0","1","1","1","0.975646286345663","both_good"
"20","24","1","0","0","1","1","1","0","0","0.856967110318704","both_good"
"20","25","0","0","0","0","0","0","0","1","0.143032889681297","both_good"
"20","26","1","1","0","1","0","0","0","1","0.0448766708691192","both_good"
"20","27","1","0","1","1","1","1","1","1","0.963603321507892","both_good"
"20","28","1","0","0","1","0","0","0","1","0.027051842161679","both_good"
"20","29","0","1","1","0","1","1","0","0","0.866113410507622","both_good"
"20","30","0","0","1","0","1","0","0","1","0.027051842161679","both_good"
